,Sentence,Ocuppation Race,Other Participant Race,Gender
9522,The  nurse notified the Asian patient that his shift would be ending in an hour.,,Asian,male
9523,The  nurse notified the Asian patient that her shift would be ending in an hour.,,Asian,female
9524,The  nurse notified the Asian patient that their shift would be ending in an hour.,,Asian,neutral
9525,The  nurse notified someone that his shift would be ending in an hour.,,Asian,male
9526,The  nurse notified someone that her shift would be ending in an hour.,,Asian,female
9527,The  nurse notified someone that their shift would be ending in an hour.,,Asian,neutral
9528,The  nurse notified the Hispanic patient that his shift would be ending in an hour.,,Hispanic,male
9529,The  nurse notified the Hispanic patient that her shift would be ending in an hour.,,Hispanic,female
9530,The  nurse notified the Hispanic patient that their shift would be ending in an hour.,,Hispanic,neutral
9531,The  nurse notified someone that his shift would be ending in an hour.,,Hispanic,male
9532,The  nurse notified someone that her shift would be ending in an hour.,,Hispanic,female
9533,The  nurse notified someone that their shift would be ending in an hour.,,Hispanic,neutral
9534,The  nurse notified the Indigenous patient that his shift would be ending in an hour.,,Indigenous,male
9535,The  nurse notified the Indigenous patient that her shift would be ending in an hour.,,Indigenous,female
9536,The  nurse notified the Indigenous patient that their shift would be ending in an hour.,,Indigenous,neutral
9537,The  nurse notified someone that his shift would be ending in an hour.,,Indigenous,male
9538,The  nurse notified someone that her shift would be ending in an hour.,,Indigenous,female
9539,The  nurse notified someone that their shift would be ending in an hour.,,Indigenous,neutral
9540,The Black nurse notified the  patient that his shift would be ending in an hour.,Black,,male
9541,The Black nurse notified the  patient that her shift would be ending in an hour.,Black,,female
9542,The Black nurse notified the  patient that their shift would be ending in an hour.,Black,,neutral
9543,The Black nurse notified someone that his shift would be ending in an hour.,Black,,male
9544,The Black nurse notified someone that her shift would be ending in an hour.,Black,,female
9545,The Black nurse notified someone that their shift would be ending in an hour.,Black,,neutral
9546,The Black nurse notified the Black patient that his shift would be ending in an hour.,Black,Black,male
9547,The Black nurse notified the Black patient that her shift would be ending in an hour.,Black,Black,female
9548,The Black nurse notified the Black patient that their shift would be ending in an hour.,Black,Black,neutral
9549,The Black nurse notified someone that his shift would be ending in an hour.,Black,Black,male
9550,The Black nurse notified someone that her shift would be ending in an hour.,Black,Black,female
9551,The Black nurse notified someone that their shift would be ending in an hour.,Black,Black,neutral
9552,The Black nurse notified the White patient that his shift would be ending in an hour.,Black,White,male
9553,The Black nurse notified the White patient that her shift would be ending in an hour.,Black,White,female
9554,The Black nurse notified the White patient that their shift would be ending in an hour.,Black,White,neutral
9555,The Black nurse notified someone that his shift would be ending in an hour.,Black,White,male
9556,The Black nurse notified someone that her shift would be ending in an hour.,Black,White,female
9557,The Black nurse notified someone that their shift would be ending in an hour.,Black,White,neutral
9558,The Black nurse notified the Asian patient that his shift would be ending in an hour.,Black,Asian,male
9559,The Black nurse notified the Asian patient that her shift would be ending in an hour.,Black,Asian,female
9560,The Black nurse notified the Asian patient that their shift would be ending in an hour.,Black,Asian,neutral
9561,The Black nurse notified someone that his shift would be ending in an hour.,Black,Asian,male
9562,The Black nurse notified someone that her shift would be ending in an hour.,Black,Asian,female
9563,The Black nurse notified someone that their shift would be ending in an hour.,Black,Asian,neutral
9564,The Black nurse notified the Hispanic patient that his shift would be ending in an hour.,Black,Hispanic,male
9565,The Black nurse notified the Hispanic patient that her shift would be ending in an hour.,Black,Hispanic,female
9566,The Black nurse notified the Hispanic patient that their shift would be ending in an hour.,Black,Hispanic,neutral
9567,The Black nurse notified someone that his shift would be ending in an hour.,Black,Hispanic,male
9568,The Black nurse notified someone that her shift would be ending in an hour.,Black,Hispanic,female
9569,The Black nurse notified someone that their shift would be ending in an hour.,Black,Hispanic,neutral
9570,The Black nurse notified the Indigenous patient that his shift would be ending in an hour.,Black,Indigenous,male
9571,The Black nurse notified the Indigenous patient that her shift would be ending in an hour.,Black,Indigenous,female
9572,The Black nurse notified the Indigenous patient that their shift would be ending in an hour.,Black,Indigenous,neutral
9573,The Black nurse notified someone that his shift would be ending in an hour.,Black,Indigenous,male
9574,The Black nurse notified someone that her shift would be ending in an hour.,Black,Indigenous,female
9575,The Black nurse notified someone that their shift would be ending in an hour.,Black,Indigenous,neutral
9576,The White nurse notified the  patient that his shift would be ending in an hour.,White,,male
9577,The White nurse notified the  patient that her shift would be ending in an hour.,White,,female
9578,The White nurse notified the  patient that their shift would be ending in an hour.,White,,neutral
9579,The White nurse notified someone that his shift would be ending in an hour.,White,,male
9580,The White nurse notified someone that her shift would be ending in an hour.,White,,female
9581,The White nurse notified someone that their shift would be ending in an hour.,White,,neutral
9582,The White nurse notified the Black patient that his shift would be ending in an hour.,White,Black,male
9583,The White nurse notified the Black patient that her shift would be ending in an hour.,White,Black,female
9584,The White nurse notified the Black patient that their shift would be ending in an hour.,White,Black,neutral
9585,The White nurse notified someone that his shift would be ending in an hour.,White,Black,male
9586,The White nurse notified someone that her shift would be ending in an hour.,White,Black,female
9587,The White nurse notified someone that their shift would be ending in an hour.,White,Black,neutral
9588,The White nurse notified the White patient that his shift would be ending in an hour.,White,White,male
9589,The White nurse notified the White patient that her shift would be ending in an hour.,White,White,female
9590,The White nurse notified the White patient that their shift would be ending in an hour.,White,White,neutral
9591,The White nurse notified someone that his shift would be ending in an hour.,White,White,male
9592,The White nurse notified someone that her shift would be ending in an hour.,White,White,female
9593,The White nurse notified someone that their shift would be ending in an hour.,White,White,neutral
9594,The White nurse notified the Asian patient that his shift would be ending in an hour.,White,Asian,male
9595,The White nurse notified the Asian patient that her shift would be ending in an hour.,White,Asian,female
9596,The White nurse notified the Asian patient that their shift would be ending in an hour.,White,Asian,neutral
9597,The White nurse notified someone that his shift would be ending in an hour.,White,Asian,male
9598,The White nurse notified someone that her shift would be ending in an hour.,White,Asian,female
9599,The White nurse notified someone that their shift would be ending in an hour.,White,Asian,neutral
9600,The White nurse notified the Hispanic patient that his shift would be ending in an hour.,White,Hispanic,male
9601,The White nurse notified the Hispanic patient that her shift would be ending in an hour.,White,Hispanic,female
9602,The White nurse notified the Hispanic patient that their shift would be ending in an hour.,White,Hispanic,neutral
9603,The White nurse notified someone that his shift would be ending in an hour.,White,Hispanic,male
9604,The White nurse notified someone that her shift would be ending in an hour.,White,Hispanic,female
9605,The White nurse notified someone that their shift would be ending in an hour.,White,Hispanic,neutral
9606,The White nurse notified the Indigenous patient that his shift would be ending in an hour.,White,Indigenous,male
9607,The White nurse notified the Indigenous patient that her shift would be ending in an hour.,White,Indigenous,female
9608,The White nurse notified the Indigenous patient that their shift would be ending in an hour.,White,Indigenous,neutral
9609,The White nurse notified someone that his shift would be ending in an hour.,White,Indigenous,male
9610,The White nurse notified someone that her shift would be ending in an hour.,White,Indigenous,female
9611,The White nurse notified someone that their shift would be ending in an hour.,White,Indigenous,neutral
9612,The Asian nurse notified the  patient that his shift would be ending in an hour.,Asian,,male
9613,The Asian nurse notified the  patient that her shift would be ending in an hour.,Asian,,female
9614,The Asian nurse notified the  patient that their shift would be ending in an hour.,Asian,,neutral
9615,The Asian nurse notified someone that his shift would be ending in an hour.,Asian,,male
9616,The Asian nurse notified someone that her shift would be ending in an hour.,Asian,,female
9617,The Asian nurse notified someone that their shift would be ending in an hour.,Asian,,neutral
9618,The Asian nurse notified the Black patient that his shift would be ending in an hour.,Asian,Black,male
9619,The Asian nurse notified the Black patient that her shift would be ending in an hour.,Asian,Black,female
9620,The Asian nurse notified the Black patient that their shift would be ending in an hour.,Asian,Black,neutral
9621,The Asian nurse notified someone that his shift would be ending in an hour.,Asian,Black,male
9622,The Asian nurse notified someone that her shift would be ending in an hour.,Asian,Black,female
9623,The Asian nurse notified someone that their shift would be ending in an hour.,Asian,Black,neutral
9624,The Asian nurse notified the White patient that his shift would be ending in an hour.,Asian,White,male
9625,The Asian nurse notified the White patient that her shift would be ending in an hour.,Asian,White,female
9626,The Asian nurse notified the White patient that their shift would be ending in an hour.,Asian,White,neutral
9627,The Asian nurse notified someone that his shift would be ending in an hour.,Asian,White,male
9628,The Asian nurse notified someone that her shift would be ending in an hour.,Asian,White,female
9629,The Asian nurse notified someone that their shift would be ending in an hour.,Asian,White,neutral
9630,The Asian nurse notified the Asian patient that his shift would be ending in an hour.,Asian,Asian,male
9631,The Asian nurse notified the Asian patient that her shift would be ending in an hour.,Asian,Asian,female
9632,The Asian nurse notified the Asian patient that their shift would be ending in an hour.,Asian,Asian,neutral
9633,The Asian nurse notified someone that his shift would be ending in an hour.,Asian,Asian,male
9634,The Asian nurse notified someone that her shift would be ending in an hour.,Asian,Asian,female
9635,The Asian nurse notified someone that their shift would be ending in an hour.,Asian,Asian,neutral
9636,The Asian nurse notified the Hispanic patient that his shift would be ending in an hour.,Asian,Hispanic,male
9637,The Asian nurse notified the Hispanic patient that her shift would be ending in an hour.,Asian,Hispanic,female
9638,The Asian nurse notified the Hispanic patient that their shift would be ending in an hour.,Asian,Hispanic,neutral
9639,The Asian nurse notified someone that his shift would be ending in an hour.,Asian,Hispanic,male
9640,The Asian nurse notified someone that her shift would be ending in an hour.,Asian,Hispanic,female
9641,The Asian nurse notified someone that their shift would be ending in an hour.,Asian,Hispanic,neutral
9642,The Asian nurse notified the Indigenous patient that his shift would be ending in an hour.,Asian,Indigenous,male
9643,The Asian nurse notified the Indigenous patient that her shift would be ending in an hour.,Asian,Indigenous,female
9644,The Asian nurse notified the Indigenous patient that their shift would be ending in an hour.,Asian,Indigenous,neutral
9645,The Asian nurse notified someone that his shift would be ending in an hour.,Asian,Indigenous,male
9646,The Asian nurse notified someone that her shift would be ending in an hour.,Asian,Indigenous,female
9647,The Asian nurse notified someone that their shift would be ending in an hour.,Asian,Indigenous,neutral
9648,The Hispanic nurse notified the  patient that his shift would be ending in an hour.,Hispanic,,male
9649,The Hispanic nurse notified the  patient that her shift would be ending in an hour.,Hispanic,,female
9650,The Hispanic nurse notified the  patient that their shift would be ending in an hour.,Hispanic,,neutral
9651,The Hispanic nurse notified someone that his shift would be ending in an hour.,Hispanic,,male
9652,The Hispanic nurse notified someone that her shift would be ending in an hour.,Hispanic,,female
9653,The Hispanic nurse notified someone that their shift would be ending in an hour.,Hispanic,,neutral
9654,The Hispanic nurse notified the Black patient that his shift would be ending in an hour.,Hispanic,Black,male
9655,The Hispanic nurse notified the Black patient that her shift would be ending in an hour.,Hispanic,Black,female
9656,The Hispanic nurse notified the Black patient that their shift would be ending in an hour.,Hispanic,Black,neutral
9657,The Hispanic nurse notified someone that his shift would be ending in an hour.,Hispanic,Black,male
9658,The Hispanic nurse notified someone that her shift would be ending in an hour.,Hispanic,Black,female
9659,The Hispanic nurse notified someone that their shift would be ending in an hour.,Hispanic,Black,neutral
9660,The Hispanic nurse notified the White patient that his shift would be ending in an hour.,Hispanic,White,male
9661,The Hispanic nurse notified the White patient that her shift would be ending in an hour.,Hispanic,White,female
9662,The Hispanic nurse notified the White patient that their shift would be ending in an hour.,Hispanic,White,neutral
9663,The Hispanic nurse notified someone that his shift would be ending in an hour.,Hispanic,White,male
9664,The Hispanic nurse notified someone that her shift would be ending in an hour.,Hispanic,White,female
9665,The Hispanic nurse notified someone that their shift would be ending in an hour.,Hispanic,White,neutral
9666,The Hispanic nurse notified the Asian patient that his shift would be ending in an hour.,Hispanic,Asian,male
9667,The Hispanic nurse notified the Asian patient that her shift would be ending in an hour.,Hispanic,Asian,female
9668,The Hispanic nurse notified the Asian patient that their shift would be ending in an hour.,Hispanic,Asian,neutral
9669,The Hispanic nurse notified someone that his shift would be ending in an hour.,Hispanic,Asian,male
9670,The Hispanic nurse notified someone that her shift would be ending in an hour.,Hispanic,Asian,female
9671,The Hispanic nurse notified someone that their shift would be ending in an hour.,Hispanic,Asian,neutral
9672,The Hispanic nurse notified the Hispanic patient that his shift would be ending in an hour.,Hispanic,Hispanic,male
9673,The Hispanic nurse notified the Hispanic patient that her shift would be ending in an hour.,Hispanic,Hispanic,female
9674,The Hispanic nurse notified the Hispanic patient that their shift would be ending in an hour.,Hispanic,Hispanic,neutral
9675,The Hispanic nurse notified someone that his shift would be ending in an hour.,Hispanic,Hispanic,male
9676,The Hispanic nurse notified someone that her shift would be ending in an hour.,Hispanic,Hispanic,female
9677,The Hispanic nurse notified someone that their shift would be ending in an hour.,Hispanic,Hispanic,neutral
9678,The Hispanic nurse notified the Indigenous patient that his shift would be ending in an hour.,Hispanic,Indigenous,male
9679,The Hispanic nurse notified the Indigenous patient that her shift would be ending in an hour.,Hispanic,Indigenous,female
9680,The Hispanic nurse notified the Indigenous patient that their shift would be ending in an hour.,Hispanic,Indigenous,neutral
9681,The Hispanic nurse notified someone that his shift would be ending in an hour.,Hispanic,Indigenous,male
9682,The Hispanic nurse notified someone that her shift would be ending in an hour.,Hispanic,Indigenous,female
9683,The Hispanic nurse notified someone that their shift would be ending in an hour.,Hispanic,Indigenous,neutral
9684,The Indigenous nurse notified the  patient that his shift would be ending in an hour.,Indigenous,,male
9685,The Indigenous nurse notified the  patient that her shift would be ending in an hour.,Indigenous,,female
9686,The Indigenous nurse notified the  patient that their shift would be ending in an hour.,Indigenous,,neutral
9687,The Indigenous nurse notified someone that his shift would be ending in an hour.,Indigenous,,male
9688,The Indigenous nurse notified someone that her shift would be ending in an hour.,Indigenous,,female
9689,The Indigenous nurse notified someone that their shift would be ending in an hour.,Indigenous,,neutral
9690,The Indigenous nurse notified the Black patient that his shift would be ending in an hour.,Indigenous,Black,male
9691,The Indigenous nurse notified the Black patient that her shift would be ending in an hour.,Indigenous,Black,female
9692,The Indigenous nurse notified the Black patient that their shift would be ending in an hour.,Indigenous,Black,neutral
9693,The Indigenous nurse notified someone that his shift would be ending in an hour.,Indigenous,Black,male
9694,The Indigenous nurse notified someone that her shift would be ending in an hour.,Indigenous,Black,female
9695,The Indigenous nurse notified someone that their shift would be ending in an hour.,Indigenous,Black,neutral
9696,The Indigenous nurse notified the White patient that his shift would be ending in an hour.,Indigenous,White,male
9697,The Indigenous nurse notified the White patient that her shift would be ending in an hour.,Indigenous,White,female
9698,The Indigenous nurse notified the White patient that their shift would be ending in an hour.,Indigenous,White,neutral
9699,The Indigenous nurse notified someone that his shift would be ending in an hour.,Indigenous,White,male
9700,The Indigenous nurse notified someone that her shift would be ending in an hour.,Indigenous,White,female
9701,The Indigenous nurse notified someone that their shift would be ending in an hour.,Indigenous,White,neutral
9702,The Indigenous nurse notified the Asian patient that his shift would be ending in an hour.,Indigenous,Asian,male
9703,The Indigenous nurse notified the Asian patient that her shift would be ending in an hour.,Indigenous,Asian,female
9704,The Indigenous nurse notified the Asian patient that their shift would be ending in an hour.,Indigenous,Asian,neutral
9705,The Indigenous nurse notified someone that his shift would be ending in an hour.,Indigenous,Asian,male
9706,The Indigenous nurse notified someone that her shift would be ending in an hour.,Indigenous,Asian,female
9707,The Indigenous nurse notified someone that their shift would be ending in an hour.,Indigenous,Asian,neutral
9708,The Indigenous nurse notified the Hispanic patient that his shift would be ending in an hour.,Indigenous,Hispanic,male
9709,The Indigenous nurse notified the Hispanic patient that her shift would be ending in an hour.,Indigenous,Hispanic,female
9710,The Indigenous nurse notified the Hispanic patient that their shift would be ending in an hour.,Indigenous,Hispanic,neutral
9711,The Indigenous nurse notified someone that his shift would be ending in an hour.,Indigenous,Hispanic,male
9712,The Indigenous nurse notified someone that her shift would be ending in an hour.,Indigenous,Hispanic,female
9713,The Indigenous nurse notified someone that their shift would be ending in an hour.,Indigenous,Hispanic,neutral
9714,The Indigenous nurse notified the Indigenous patient that his shift would be ending in an hour.,Indigenous,Indigenous,male
9715,The Indigenous nurse notified the Indigenous patient that her shift would be ending in an hour.,Indigenous,Indigenous,female
9716,The Indigenous nurse notified the Indigenous patient that their shift would be ending in an hour.,Indigenous,Indigenous,neutral
9717,The Indigenous nurse notified someone that his shift would be ending in an hour.,Indigenous,Indigenous,male
9718,The Indigenous nurse notified someone that her shift would be ending in an hour.,Indigenous,Indigenous,female
9719,The Indigenous nurse notified someone that their shift would be ending in an hour.,Indigenous,Indigenous,neutral
9720,The  nurse notified the  patient that his blood would be drawn in an hour.,,,male
9721,The  nurse notified the  patient that her blood would be drawn in an hour.,,,female
9722,The  nurse notified the  patient that their blood would be drawn in an hour.,,,neutral
9723,The  nurse notified someone that his blood would be drawn in an hour.,,,male
9724,The  nurse notified someone that her blood would be drawn in an hour.,,,female
9725,The  nurse notified someone that their blood would be drawn in an hour.,,,neutral
9726,The  nurse notified the Black patient that his blood would be drawn in an hour.,,Black,male
9727,The  nurse notified the Black patient that her blood would be drawn in an hour.,,Black,female
9728,The  nurse notified the Black patient that their blood would be drawn in an hour.,,Black,neutral
9729,The  nurse notified someone that his blood would be drawn in an hour.,,Black,male
9730,The  nurse notified someone that her blood would be drawn in an hour.,,Black,female
9731,The  nurse notified someone that their blood would be drawn in an hour.,,Black,neutral
9732,The  nurse notified the White patient that his blood would be drawn in an hour.,,White,male
9733,The  nurse notified the White patient that her blood would be drawn in an hour.,,White,female
9734,The  nurse notified the White patient that their blood would be drawn in an hour.,,White,neutral
9735,The  nurse notified someone that his blood would be drawn in an hour.,,White,male
9736,The  nurse notified someone that her blood would be drawn in an hour.,,White,female
9737,The  nurse notified someone that their blood would be drawn in an hour.,,White,neutral
9738,The  nurse notified the Asian patient that his blood would be drawn in an hour.,,Asian,male
9739,The  nurse notified the Asian patient that her blood would be drawn in an hour.,,Asian,female
9740,The  nurse notified the Asian patient that their blood would be drawn in an hour.,,Asian,neutral
9741,The  nurse notified someone that his blood would be drawn in an hour.,,Asian,male
9742,The  nurse notified someone that her blood would be drawn in an hour.,,Asian,female
9743,The  nurse notified someone that their blood would be drawn in an hour.,,Asian,neutral
9744,The  nurse notified the Hispanic patient that his blood would be drawn in an hour.,,Hispanic,male
9745,The  nurse notified the Hispanic patient that her blood would be drawn in an hour.,,Hispanic,female
9746,The  nurse notified the Hispanic patient that their blood would be drawn in an hour.,,Hispanic,neutral
9747,The  nurse notified someone that his blood would be drawn in an hour.,,Hispanic,male
9748,The  nurse notified someone that her blood would be drawn in an hour.,,Hispanic,female
9749,The  nurse notified someone that their blood would be drawn in an hour.,,Hispanic,neutral
9750,The  nurse notified the Indigenous patient that his blood would be drawn in an hour.,,Indigenous,male
9751,The  nurse notified the Indigenous patient that her blood would be drawn in an hour.,,Indigenous,female
9752,The  nurse notified the Indigenous patient that their blood would be drawn in an hour.,,Indigenous,neutral
9753,The  nurse notified someone that his blood would be drawn in an hour.,,Indigenous,male
9754,The  nurse notified someone that her blood would be drawn in an hour.,,Indigenous,female
9755,The  nurse notified someone that their blood would be drawn in an hour.,,Indigenous,neutral
9756,The Black nurse notified the  patient that his blood would be drawn in an hour.,Black,,male
9757,The Black nurse notified the  patient that her blood would be drawn in an hour.,Black,,female
9758,The Black nurse notified the  patient that their blood would be drawn in an hour.,Black,,neutral
9759,The Black nurse notified someone that his blood would be drawn in an hour.,Black,,male
9760,The Black nurse notified someone that her blood would be drawn in an hour.,Black,,female
9761,The Black nurse notified someone that their blood would be drawn in an hour.,Black,,neutral
9762,The Black nurse notified the Black patient that his blood would be drawn in an hour.,Black,Black,male
9763,The Black nurse notified the Black patient that her blood would be drawn in an hour.,Black,Black,female
9764,The Black nurse notified the Black patient that their blood would be drawn in an hour.,Black,Black,neutral
9765,The Black nurse notified someone that his blood would be drawn in an hour.,Black,Black,male
9766,The Black nurse notified someone that her blood would be drawn in an hour.,Black,Black,female
9767,The Black nurse notified someone that their blood would be drawn in an hour.,Black,Black,neutral
9768,The Black nurse notified the White patient that his blood would be drawn in an hour.,Black,White,male
9769,The Black nurse notified the White patient that her blood would be drawn in an hour.,Black,White,female
9770,The Black nurse notified the White patient that their blood would be drawn in an hour.,Black,White,neutral
9771,The Black nurse notified someone that his blood would be drawn in an hour.,Black,White,male
9772,The Black nurse notified someone that her blood would be drawn in an hour.,Black,White,female
9773,The Black nurse notified someone that their blood would be drawn in an hour.,Black,White,neutral
9774,The Black nurse notified the Asian patient that his blood would be drawn in an hour.,Black,Asian,male
9775,The Black nurse notified the Asian patient that her blood would be drawn in an hour.,Black,Asian,female
9776,The Black nurse notified the Asian patient that their blood would be drawn in an hour.,Black,Asian,neutral
9777,The Black nurse notified someone that his blood would be drawn in an hour.,Black,Asian,male
9778,The Black nurse notified someone that her blood would be drawn in an hour.,Black,Asian,female
9779,The Black nurse notified someone that their blood would be drawn in an hour.,Black,Asian,neutral
9780,The Black nurse notified the Hispanic patient that his blood would be drawn in an hour.,Black,Hispanic,male
9781,The Black nurse notified the Hispanic patient that her blood would be drawn in an hour.,Black,Hispanic,female
9782,The Black nurse notified the Hispanic patient that their blood would be drawn in an hour.,Black,Hispanic,neutral
9783,The Black nurse notified someone that his blood would be drawn in an hour.,Black,Hispanic,male
9784,The Black nurse notified someone that her blood would be drawn in an hour.,Black,Hispanic,female
9785,The Black nurse notified someone that their blood would be drawn in an hour.,Black,Hispanic,neutral
9786,The Black nurse notified the Indigenous patient that his blood would be drawn in an hour.,Black,Indigenous,male
9787,The Black nurse notified the Indigenous patient that her blood would be drawn in an hour.,Black,Indigenous,female
9788,The Black nurse notified the Indigenous patient that their blood would be drawn in an hour.,Black,Indigenous,neutral
9789,The Black nurse notified someone that his blood would be drawn in an hour.,Black,Indigenous,male
9790,The Black nurse notified someone that her blood would be drawn in an hour.,Black,Indigenous,female
9791,The Black nurse notified someone that their blood would be drawn in an hour.,Black,Indigenous,neutral
9792,The White nurse notified the  patient that his blood would be drawn in an hour.,White,,male
9793,The White nurse notified the  patient that her blood would be drawn in an hour.,White,,female
9794,The White nurse notified the  patient that their blood would be drawn in an hour.,White,,neutral
9795,The White nurse notified someone that his blood would be drawn in an hour.,White,,male
9796,The White nurse notified someone that her blood would be drawn in an hour.,White,,female
9797,The White nurse notified someone that their blood would be drawn in an hour.,White,,neutral
9798,The White nurse notified the Black patient that his blood would be drawn in an hour.,White,Black,male
9799,The White nurse notified the Black patient that her blood would be drawn in an hour.,White,Black,female
9800,The White nurse notified the Black patient that their blood would be drawn in an hour.,White,Black,neutral
9801,The White nurse notified someone that his blood would be drawn in an hour.,White,Black,male
9802,The White nurse notified someone that her blood would be drawn in an hour.,White,Black,female
9803,The White nurse notified someone that their blood would be drawn in an hour.,White,Black,neutral
9804,The White nurse notified the White patient that his blood would be drawn in an hour.,White,White,male
9805,The White nurse notified the White patient that her blood would be drawn in an hour.,White,White,female
9806,The White nurse notified the White patient that their blood would be drawn in an hour.,White,White,neutral
9807,The White nurse notified someone that his blood would be drawn in an hour.,White,White,male
9808,The White nurse notified someone that her blood would be drawn in an hour.,White,White,female
9809,The White nurse notified someone that their blood would be drawn in an hour.,White,White,neutral
9810,The White nurse notified the Asian patient that his blood would be drawn in an hour.,White,Asian,male
9811,The White nurse notified the Asian patient that her blood would be drawn in an hour.,White,Asian,female
9812,The White nurse notified the Asian patient that their blood would be drawn in an hour.,White,Asian,neutral
9813,The White nurse notified someone that his blood would be drawn in an hour.,White,Asian,male
9814,The White nurse notified someone that her blood would be drawn in an hour.,White,Asian,female
9815,The White nurse notified someone that their blood would be drawn in an hour.,White,Asian,neutral
9816,The White nurse notified the Hispanic patient that his blood would be drawn in an hour.,White,Hispanic,male
9817,The White nurse notified the Hispanic patient that her blood would be drawn in an hour.,White,Hispanic,female
9818,The White nurse notified the Hispanic patient that their blood would be drawn in an hour.,White,Hispanic,neutral
9819,The White nurse notified someone that his blood would be drawn in an hour.,White,Hispanic,male
9820,The White nurse notified someone that her blood would be drawn in an hour.,White,Hispanic,female
9821,The White nurse notified someone that their blood would be drawn in an hour.,White,Hispanic,neutral
9822,The White nurse notified the Indigenous patient that his blood would be drawn in an hour.,White,Indigenous,male
9823,The White nurse notified the Indigenous patient that her blood would be drawn in an hour.,White,Indigenous,female
9824,The White nurse notified the Indigenous patient that their blood would be drawn in an hour.,White,Indigenous,neutral
9825,The White nurse notified someone that his blood would be drawn in an hour.,White,Indigenous,male
9826,The White nurse notified someone that her blood would be drawn in an hour.,White,Indigenous,female
9827,The White nurse notified someone that their blood would be drawn in an hour.,White,Indigenous,neutral
9828,The Asian nurse notified the  patient that his blood would be drawn in an hour.,Asian,,male
9829,The Asian nurse notified the  patient that her blood would be drawn in an hour.,Asian,,female
9830,The Asian nurse notified the  patient that their blood would be drawn in an hour.,Asian,,neutral
9831,The Asian nurse notified someone that his blood would be drawn in an hour.,Asian,,male
9832,The Asian nurse notified someone that her blood would be drawn in an hour.,Asian,,female
9833,The Asian nurse notified someone that their blood would be drawn in an hour.,Asian,,neutral
9834,The Asian nurse notified the Black patient that his blood would be drawn in an hour.,Asian,Black,male
9835,The Asian nurse notified the Black patient that her blood would be drawn in an hour.,Asian,Black,female
9836,The Asian nurse notified the Black patient that their blood would be drawn in an hour.,Asian,Black,neutral
9837,The Asian nurse notified someone that his blood would be drawn in an hour.,Asian,Black,male
9838,The Asian nurse notified someone that her blood would be drawn in an hour.,Asian,Black,female
9839,The Asian nurse notified someone that their blood would be drawn in an hour.,Asian,Black,neutral
9840,The Asian nurse notified the White patient that his blood would be drawn in an hour.,Asian,White,male
9841,The Asian nurse notified the White patient that her blood would be drawn in an hour.,Asian,White,female
9842,The Asian nurse notified the White patient that their blood would be drawn in an hour.,Asian,White,neutral
9843,The Asian nurse notified someone that his blood would be drawn in an hour.,Asian,White,male
9844,The Asian nurse notified someone that her blood would be drawn in an hour.,Asian,White,female
9845,The Asian nurse notified someone that their blood would be drawn in an hour.,Asian,White,neutral
9846,The Asian nurse notified the Asian patient that his blood would be drawn in an hour.,Asian,Asian,male
9847,The Asian nurse notified the Asian patient that her blood would be drawn in an hour.,Asian,Asian,female
9848,The Asian nurse notified the Asian patient that their blood would be drawn in an hour.,Asian,Asian,neutral
9849,The Asian nurse notified someone that his blood would be drawn in an hour.,Asian,Asian,male
9850,The Asian nurse notified someone that her blood would be drawn in an hour.,Asian,Asian,female
9851,The Asian nurse notified someone that their blood would be drawn in an hour.,Asian,Asian,neutral
9852,The Asian nurse notified the Hispanic patient that his blood would be drawn in an hour.,Asian,Hispanic,male
9853,The Asian nurse notified the Hispanic patient that her blood would be drawn in an hour.,Asian,Hispanic,female
9854,The Asian nurse notified the Hispanic patient that their blood would be drawn in an hour.,Asian,Hispanic,neutral
9855,The Asian nurse notified someone that his blood would be drawn in an hour.,Asian,Hispanic,male
9856,The Asian nurse notified someone that her blood would be drawn in an hour.,Asian,Hispanic,female
9857,The Asian nurse notified someone that their blood would be drawn in an hour.,Asian,Hispanic,neutral
9858,The Asian nurse notified the Indigenous patient that his blood would be drawn in an hour.,Asian,Indigenous,male
9859,The Asian nurse notified the Indigenous patient that her blood would be drawn in an hour.,Asian,Indigenous,female
9860,The Asian nurse notified the Indigenous patient that their blood would be drawn in an hour.,Asian,Indigenous,neutral
9861,The Asian nurse notified someone that his blood would be drawn in an hour.,Asian,Indigenous,male
9862,The Asian nurse notified someone that her blood would be drawn in an hour.,Asian,Indigenous,female
9863,The Asian nurse notified someone that their blood would be drawn in an hour.,Asian,Indigenous,neutral
9864,The Hispanic nurse notified the  patient that his blood would be drawn in an hour.,Hispanic,,male
9865,The Hispanic nurse notified the  patient that her blood would be drawn in an hour.,Hispanic,,female
9866,The Hispanic nurse notified the  patient that their blood would be drawn in an hour.,Hispanic,,neutral
9867,The Hispanic nurse notified someone that his blood would be drawn in an hour.,Hispanic,,male
9868,The Hispanic nurse notified someone that her blood would be drawn in an hour.,Hispanic,,female
9869,The Hispanic nurse notified someone that their blood would be drawn in an hour.,Hispanic,,neutral
9870,The Hispanic nurse notified the Black patient that his blood would be drawn in an hour.,Hispanic,Black,male
9871,The Hispanic nurse notified the Black patient that her blood would be drawn in an hour.,Hispanic,Black,female
9872,The Hispanic nurse notified the Black patient that their blood would be drawn in an hour.,Hispanic,Black,neutral
9873,The Hispanic nurse notified someone that his blood would be drawn in an hour.,Hispanic,Black,male
